
Sysinternals Autoruns v14.3 - Autostart program viewer
Copyright ? 2002-2026 Mark Russinovich
Sysinternals - www.sysinternals.com

Time,Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP
1/14/2026 10:34:40 AM,HKLM\System\CurrentControlSet\Services,BTAGService,enabled,Services,System-wide,Bluetooth Audio Gateway Service: Service supporting the audio gateway role of the Bluetooth Handsfree Profile.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\BTAGService.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted,56D1DABBDF7906FC84B2CEB0EBCD8958,FD61C415BE0E88619625E6563D402C875EBB1C08,13A6A3A66D6586C78BA1120913439DE75C6F195E,9559114720FFB001FBF7BD31F66900E35476DD3456904B8F7FC745C040FA81F2,B5BF7B949458F7114D1708A643B075796EDDC12AABB96CE59ACD834E4529F8F5,A8CB5C987666DB88EEFDE64287CE8C5F
1/14/2026 10:34:40 AM,HKLM\System\CurrentControlSet\Services,BthAvctpSvc,enabled,Services,System-wide,AVCTP service: This is Audio Video Control Transport Protocol service,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\BthAvctpSvc.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k LocalService -p,1B659BBDC2CEC184F287DEBD75DC8459,D62BD43AD2C248B7582626FBE0B1E111CFD6FE4C,BA2FA93A7A6882DD1C8D95C06AD7572DF3178486,C51223B76DEA8733E9F99144888C68BEEF2C45054548554D97A98C360D67665A,8A93137413069D9E708C4F8CE71C567F23E26C331A63CD059CDB84B625AD4B86,EB8CDCD6E99B749DD310F0BC3C10056E
1/14/2026 10:34:13 AM,HKLM\System\CurrentControlSet\Services,bthserv,enabled,Services,System-wide,Bluetooth Support Service: The Bluetooth service supports discovery and association of remote Bluetooth devices.  Stopping or disabling this service may cause already installed Bluetooth devices to fail to operate properly and prevent new devices from being discovered or associated.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\bthserv.dll,10.0.26100.7309,C:\WINDOWS\system32\svchost.exe -k LocalService -p,84F9FAD7467EF3055455795AC8377C91,9A754F78969284A4477BFBABEAB76159F0941710,3E66266FCE8A9EA738F9558184208D000811D8E1,96B1A6F57600FDE7CD8ED9D1B1A52A17B0DB1BEC713DBD760F0BF976A1FCB967,B043BFD14833DB3F4F49E37ADC2A551D71CF5512C1E1934B0AC25568DEF46C77,DD665532513E44E86C28A7B9AD0A6C0F
1/14/2026 10:34:13 AM,HKLM\System\CurrentControlSet\Services,camsvc,enabled,Services,System-wide,Capability Access Manager Service: Provides facilities for managing UWP apps access to app capabilities as well as checking an app's access to specific app capabilities,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\CapabilityAccessManager.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k osprivacy -p,76F8F6ED4B86921B803C98157FBD4280,39D5C7CC34BB4C0E44F9A4D54DBC75C12FFC757F,3C725E920DE1B5998438BE26C01F89BD732F2CFD,237AA7C66A5D06326BBE900EF32D41950D85879A7BC04FE7405EF888E224D6EC,F81B3C61C9C42BB8DCB340C7587BAA5C203921938C4D5D8247BA2CCF02C31C51,72BE90628F935D8AB416A91FA099DAB1
1/14/2026 10:34:19 AM,HKLM\System\CurrentControlSet\Services,CaptureService,enabled,Services,System-wide,CaptureService: Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\CaptureService.dll,10.0.26100.7309,C:\WINDOWS\system32\svchost.exe -k LocalService -p,77E41584EBC10CE42AABA6EDAEBE52BF,67DD0B5F7E3514F8D177F297A50ED5893C986D0D,01E7F64EBED32DAD322CAC651D5CE8D3B72EBC6F,2915CC0F1799B12F544FEFAD3487E3B3E5779484C93290F5F4B435A0C35F52D3,EB2F888A8929EC85BF1F426258BC0B13316260B99BBE54BD46DBECBFA63A35E0,8161F740B9A05992EDAB3AACBADCD16A
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,CaptureService_419add,enabled,Services,System-wide,CaptureService_419add: Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API.,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k LocalService -p,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:19 AM,HKLM\System\CurrentControlSet\Services,cbdhsvc,enabled,Services,System-wide,Clipboard User Service: This user service is used for Clipboard scenarios,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\cbdhsvc.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p,F28C642AB1A125A31E9FD9932A92233A,19729D872D8AAF1B6D86145D7674A42A1630AFBB,768C59C1B6BDFB685A39BE412298ADBB59F9A546,BFF4B78CA2EE3464E1F2422481B02E81F603D07B235BE17AC110B0ACA0981293,A07AA9BF21ED727BAF840E12E3F352811F92575D3AEE636D2F98ECA93BD61B0B,0249880D7855C98BF5D6DA6517BCEB4A
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,cbdhsvc_419add,enabled,Services,System-wide,Clipboard User Service_419add: This user service is used for Clipboard scenarios,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:19 AM,HKLM\System\CurrentControlSet\Services,CDPSvc,enabled,Services,System-wide,Connected Devices Platform Service: This service is used for Connected Devices Platform scenarios,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\CDPSvc.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k LocalService -p,AEDD1B4DCEB9EA69D06F9B3094D5DF11,F15944CC7BD38E301CB86C09A721409066F0562A,D97AA0B38507D68EC4AE3C38B4D540B802EADDFF,8FA4D3DFE702110A225B6A6D52704CB01BCC5B5F0CAF51A279768D973C2318A2,A4CDE6854654D05D43BAB9229E78E32E85686F179B919B2CDA8E9F80F83CB598,0341E3254A217E42BD4237C5631367BD
1/14/2026 10:34:19 AM,HKLM\System\CurrentControlSet\Services,CDPUserSvc,enabled,Services,System-wide,Connected Devices Platform User Service: This user service is used for Connected Devices Platform scenarios,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\CDPUserSvc.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup,EB17885A286DA7ACB79B1B8A3900B59E,4A218B3542D6D424C29776E596BEC09910A1C8FD,ACD849829BBD64C7D0A8D3C84204A72F2FB96123,D331AFC5693351DA2C65DB95F00448B9EEDB07BC957A447C1E6330C5737027DD,127E5A7E71136E5DA6ECF3B63115B9A0F1BAB6487E4F9641F70B3B574B9562E0,FF9DD65A9B2D859B7C898F05A938BD2A
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,CDPUserSvc_419add,enabled,Services,System-wide,Connected Devices Platform User Service_419add: This user service is used for Connected Devices Platform scenarios,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:55 AM,HKLM\System\CurrentControlSet\Services,CertPropSvc,enabled,Services,System-wide,"Certificate Propagation: Copies user certificates and root certificates from smart cards into the current user's certificate store, detects when a smart card is inserted into a smart card reader, and, if needed, installs the smart card Plug and Play minidriver.",(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\certprop.dll,10.0.26100.4484,C:\WINDOWS\system32\svchost.exe -k netsvcs,511C1D6340FA765A0657FD2856F4E100,1AF07ED71B9E9B85D0750FAC483DE81720AC0AAA,AB353623328B71CF6B0521D3B183E9F23B09AE43,BC0F6C61CC822C7C98C7B6F6C5791EF2C53049B9B45CA642025561A1897BD0D5,ADA5A3D780613B082BFA1E6BCCA1149E48DC08320C0BDE34B9583D0496615DB8,1A7C9E46A8D189BBBD34BD1E2366D163
1/14/2026 10:34:11 AM,HKLM\System\CurrentControlSet\Services,ClipSVC,enabled,Services,System-wide,Client License Service (ClipSVC): Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using the Microsoft Store will not behave correctly.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\ClipSVC.dll,10.0.26100.32230,C:\WINDOWS\System32\svchost.exe -k wsappx -p,2D4317BC21123AE55E08D238DB03AEC4,BE0AC002F987568C5A14CC89949D90F872C10E38,85E98313B04654073F33D27B4C3EFB4866D96B79,52420453DA91BF4590E4C81F5AFA865FDAAC228A40C43B18A5ABC2817A46E696,EEAD93C192BE6A4D2FFA039F35E88E391088302E6719D3358F9F7A4D68278678,37E81AF21596B4FCAE150E7B44B968B4
1/14/2026 10:34:20 AM,HKLM\System\CurrentControlSet\Services,CloudBackupRestoreSvc,enabled,Services,System-wide,Cloud Backup and Restore Service: Monitors the system for changes in application and setting states and performs cloud backup and restore operations when required.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\CloudRestoreLauncher.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup,C0922774CB093BE57E431FD30A850DA9,03AAAB662527D611D6B16AAB67BB175245A43A3A,180BD035A793BE53E945DBD99A44E61B921CACDA,FC7DE1EC4DD3E4490C89C1AA8144A8634AADDCB8595074B6C493FA69AED718BA,8619BA2B12533B593DF9E0BE05A2E71DD425678EE3AD5A68B1D33FC10789ED94,4BB4F99521BC042117D86C2B7C79986F
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,CloudBackupRestoreSvc_419add,enabled,Services,System-wide,Cloud Backup and Restore Service_419add: Monitors the system for changes in application and setting states and performs cloud backup and restore operations when required.,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:20 AM,HKLM\System\CurrentControlSet\Services,COMSysApp,enabled,Services,System-wide,"COM+ System Application: Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped, most COM+-based components will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\dllhost.exe,10.0.26100.1150,C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},7450570BA423A8E9864D498D3241FFD4,F401AE9310FAB4781A3E9FA1EAFF26F3D484C6E0,320F860267F9FADE4CDDC3AD0B754F69CAE94ABC,8F57564DDE9A24F3DD0DC146BA79634EB59D9DEE7E7B77F181E15CC49E29E3CE,50C9C2EDEA6C51F1AAD2DD80A59F4EDB32637F51714F8472D216E5B9BDACDABF,FBDAC0471446783AD621D3CAB6033559
1/14/2026 10:34:13 AM,HKLM\System\CurrentControlSet\Services,ConsentUxUserSvc,enabled,Services,System-wide,ConsentUX User Service: Allows the system to request user consent to allow apps to access sensitive resources and information such as the device's location,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\ConsentUxClient.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k DevicesFlow,289DE9E823CC3237224DF3B26C2EA2B1,8344BD7471000CA8DC7582D0B7186DBD45DD12D6,14C97135AB84A8C1A9F85971F6EE309844BD2D42,C2F26B8D6D136100C7E9B471DDD7C0BA6914C603CE218C460184D183F8062937,91FA0B069C7140D29DEFADF8333D61B968518B4C4B74FB13D5DA8CF623C41F45,B81142B8F34858B7D34C6BBBDD25DF30
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,ConsentUxUserSvc_419add,enabled,Services,System-wide,ConsentUX User Service_419add: Allows the system to request user consent to allow apps to access sensitive resources and information such as the device's location,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k DevicesFlow,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:13 AM,HKLM\System\CurrentControlSet\Services,CoreMessagingRegistrar,enabled,Services,System-wide,CoreMessaging: Manages communication between system components.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\coremessaging.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p,D2EDE1840C27B282FA28BC8C044393A5,C33572921065AADA4E5A70EB9564B5E7004FE8CD,87FDF2C81DC7195B658F023A94E07619CF1BF89C,5B3676468F98152E4BDD0F4C4349246072794749F54EB4832C6B1822B23982FB,098D322E8AB22366977F2F1F4A1BA51C6892BD4E725F3B56C28019DE8C78E599,584B0FDEBFC151D3B7962B531EF8644A
1/14/2026 10:34:21 AM,HKLM\System\CurrentControlSet\Services,CredentialEnrollmentManagerUserSvc,enabled,Services,System-wide,CredentialEnrollmentManagerUserSvc: Credential Enrollment Manager,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\CredentialEnrollmentManager.exe,10.0.26100.32230,C:\WINDOWS\system32\CredentialEnrollmentManager.exe,AD1C2F5AA095077D93A4440ED12D61A9,52DC1CF360F603B6D45D3FD0D3ED4961A43AE350,8193D3F3785960F0FC5394C0BBEB3063B891F21A,1209798AFFAE70F9533AC3788F34C466A00C01AE99155AFDC741BF9538737846,5F37D82B9854BDB71D362D16BE0D8DC6699154B6B43EC67A9297BDAF798919E5,C77990DD2A8C30F1A09FC9DD1893F52D
1/14/2026 10:34:21 AM,HKLM\System\CurrentControlSet\Services,CredentialEnrollmentManagerUserSvc_419add,enabled,Services,System-wide,CredentialEnrollmentManagerUserSvc_419add: Credential Enrollment Manager,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\CredentialEnrollmentManager.exe,10.0.26100.32230,C:\WINDOWS\system32\CredentialEnrollmentManager.exe,AD1C2F5AA095077D93A4440ED12D61A9,52DC1CF360F603B6D45D3FD0D3ED4961A43AE350,8193D3F3785960F0FC5394C0BBEB3063B891F21A,1209798AFFAE70F9533AC3788F34C466A00C01AE99155AFDC741BF9538737846,5F37D82B9854BDB71D362D16BE0D8DC6699154B6B43EC67A9297BDAF798919E5,C77990DD2A8C30F1A09FC9DD1893F52D
1/14/2026 10:34:21 AM,HKLM\System\CurrentControlSet\Services,CryptSvc,enabled,Services,System-wide,"Cryptographic Services: Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\cryptsvc.dll,10.0.26100.7309,C:\WINDOWS\system32\svchost.exe -k NetworkService -p,A22BCF3391C01A2FA1A68E5216054694,3FBEBD614318E0508B8FE4A25E63CC983C388F41,DB81D9729636D78BE89F4068383F9598044BC183,9CE18D646BB2728345C8FFB012BE8C61DFE7265439E1D01AF3632FC8179B0F99,11EDF6F288F404879F2A8DA35CB606EA342024EA1A611E942BAE456D1593B72E,CF44A7138F1F57056A46301483D3643B
1/14/2026 10:34:40 AM,HKLM\System\CurrentControlSet\Services,CscService,disabled,Services,System-wide,"Offline Files: The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state.",(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\cscsvc.dll,10.0.26100.32230,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,BABEF6BD5476477428FC205BFDCA6DE9,40FBEE3518B3433D67D36799B819F7C54D78AE05,21529FC46D1F8C7E520B2ED64E34AC0EC74CD593,0E9EC4A96B65498E590DD18C1548E2612A7AE9AF4478E43E6FAE05EEFF0A1C3E,72CC340E37A4282D259237CFBB45677091C2E6973E769677291DA880ED35AC53,33A1D462DB22273A07CF6F1BA15B890F
1/14/2026 10:34:20 AM,HKLM\System\CurrentControlSet\Services,DcomLaunch,enabled,Services,System-wide,"DCOM Server Process Launcher: The DCOMLAUNCH service launches COM and DCOM servers in response to object activation requests. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the DCOMLAUNCH service running.",(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\rpcss.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,7FA93F5202A23F35F4E358815876D485,05BDD9AC06A9CA61EDD45C80933DFD67C04888DC,698B397FCEC66A3D6B781D6FDA531406967F9667,A0648226639AF8DA7401BA1B433DBC05D9964B8BB05DC8B669B7BC44A716BD30,E1068E789088D5E22E1951B20A04A1CDEE591359A634DA8B3D582B89B36600B4,7DCB0E2C5329368781689A4779E9169C
1/14/2026 10:34:24 AM,HKLM\System\CurrentControlSet\Services,dcsvc,enabled,Services,System-wide,Declared Configuration(DC) service: Process Declared Configuration documents recevied from MDM and other channels and perform configurations on device,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\dcsvc.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k netsvcs -p,4708B94F2B245F367630F51EF87EB18C,FCCB6C13B2A8136711E9966FE12E453D2D47DFF0,11BB90B694260BC43B69CAC8EDC0A83F5C7EDF07,92D4C7EFBD8A407FFF25360DEB6FF0F9FFB5FAFF86BD1F4E256EA55F107C3784,C08A619B147BBAE0B6B48BBC7C56CEFAA49F50847A150843D47C154442E9429D,88442510872FCD878B93785EDF8E14CA
1/14/2026 10:34:22 AM,HKLM\System\CurrentControlSet\Services,defragsvc,enabled,Services,System-wide,Optimize drives: Helps the computer run more efficiently by optimizing files on storage drives.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\defragsvc.dll,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k defragsvc,3149FD69234893706738B089C0AD7F24,839690CF8E5ADC6F16B6B79295DA789FA3AA7DB6,559A4C23F3A1E7211D6C835B4022DFAF7B9D0C34,AF84364C6D91C5867A304D21001F3E337C4DB5BB59621C2F937A450840B9E57D,95632BD780942879AEE7A7E84703ACB7FD442D33FA38534453242B8A3CC0D306,65006815AB2FBFA9987E2A460CD40251
1/14/2026 10:34:14 AM,HKLM\System\CurrentControlSet\Services,DeviceAssociationBrokerSvc,enabled,Services,System-wide,DeviceAssociationBroker: Enables apps to pair devices,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\deviceaccess.dll,10.0.26100.7309,C:\WINDOWS\system32\svchost.exe -k DevicesFlow -p,6E0B9EDECC63654A4001755E1E0770E5,3A9A4F3CDE36CEF88C4684F8DD384AF757B02D0C,D47930C0874FCCF8D99C939F0808F08B242D2902,58A58CD43845255542A518F9C84610F924A6A5610CF027945C74DC29D62FC767,C9C4112067D2929BFC143035F05FDEE08450E0CA2C600E474C58D23807621F21,CBED95CD029D7D52F8B677D0D8B2DCF7
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,DeviceAssociationBrokerSvc_419add,enabled,Services,System-wide,DeviceAssociationBroker_419add: Enables apps to pair devices,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k DevicesFlow -p,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:40 AM,HKLM\System\CurrentControlSet\Services,DeviceAssociationService,enabled,Services,System-wide,Device Association Service: Enables pairing between the system and wired or wireless devices.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\das.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,10263D4A11FE4B4CF6D42642683047F2,DB670E56E7B5C7BD1FEB8B19178C656B69B1A17C,443079CBA1FB89708E1711ADFE7BD7C9B2E27DF0,88DEB4151CC5CEFD46B6A5C2C55ABD4B5F546A7C783C94A404F1FF83E5289AB5,1CC004E765E0472354EA2133559B0D301A7ADDD3C87F2773800BF5593EBEC85A,2E9F27500C3C312CDE3526A56BED6D63
1/14/2026 10:34:13 AM,HKLM\System\CurrentControlSet\Services,DeviceInstall,enabled,Services,System-wide,Device Install Service: Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\umpnpmgr.dll,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,11D78790C939F2D2ADDCC0DC0CC5FDC9,4D104BA19F378082CDA9629600771ADA6FE36472,B348DF5068CA628FF2248F7DB0A680D742CF3DE7,4B507253BD500C4EE45A873C0A7EFC91EBB39C8246CEA8F7F1DD189C4C579629,6AFABC405EA57765EBDF3D11F59CEF81FF7D7BA3BA3CA330FF3268DD1F66B8F1,2894B80DCE316BAAE7E68B620CB715C7
1/14/2026 10:34:24 AM,HKLM\System\CurrentControlSet\Services,DevicePickerUserSvc,enabled,Services,System-wide,"DevicePicker: This user service is used for managing the Miracast, DLNA, and DIAL UI",(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\Windows.Devices.Picker.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k DevicesFlow,2306326B1C97BE0BD92A9707F696F847,98FDCCCC93D1F5B5254E14A3723E903FF70F2901,51221BA56F1BC2F6203CA3898B8BA61DC23645DD,DBFDB24386F6A583160F5DE1D7D3916662403C06393B1307343B5A17E756A4C1,45C6A5E282BC5EFFE501A2FB7804D0B1CE98B004A53E1D14C93A108B04F08E33,33ED1407AB2C5509911F80EF62705852
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,DevicePickerUserSvc_419add,enabled,Services,System-wide,"DevicePicker_419add: This user service is used for managing the Miracast, DLNA, and DIAL UI",(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k DevicesFlow,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:24 AM,HKLM\System\CurrentControlSet\Services,DevicesFlowUserSvc,enabled,Services,System-wide,DevicesFlow: Allows ConnectUX and PC Settings to Connect and Pair with WiFi displays and Bluetooth devices.,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\System32\DevicesFlowBroker.dll,10.0.26100.32230,C:\WINDOWS\system32\svchost.exe -k DevicesFlow,0D79FB9E0B23886D172978B00C81C73B,2BAE3BFFFE4F0C076E203EAE95485EC02D1DE225,E02114F91A551D65E73DB86090C2EA761EE341BC,6304B32FE4D6244A0849A5DB9FB312D24F869FBF1354B911E4DF0D18C92E5E31,83D8D17E56815EF79110B30E5071FC331E8F933240C185A1F03F1808F5DF3828,6E16EBE1CD9B2F0EFA628FBD1B29FC23
1/14/2026 10:34:54 AM,HKLM\System\CurrentControlSet\Services,DevicesFlowUserSvc_419add,enabled,Services,System-wide,DevicesFlow_419add: Allows ConnectUX and PC Settings to Connect and Pair with WiFi displays and Bluetooth devices.,(Verified) Microsoft Windows Publisher,(Verified) Microsoft Windows Publisher,C:\WINDOWS\system32\svchost.exe,10.0.26100.5074,C:\WINDOWS\system32\svchost.exe -k DevicesFlow,7B88D0896FBF43469A9959D59824A514,2938FF787F23B6A706526BF852BB9BC147225A77,792CCC590FF2F9C1F1468EF6D71E4E8402D87BF7,F35F9BFC9EA9588870F421EF6B7FF9FA6C08FB7A8410D249C55E784D5C330D6C,53A39B900E3BFBF384ACD13F0FC2329FA8D42B61E993D8ED5ADF3A1428005D26,DE43BD45CC98C143357416C7519ECCFD
1/14/2026 10:34:24 AM,HKLM\System\CurrentControlSet\Services,DevQueryBroker,enabled,Services,System-wide,DevQuery Background Discovery Broker: Enables apps to discover devices with a backgroud task,(Verified) Microsoft Windows,(Verified) Microsoft Windows,C:\WINDOWS\system32\DevQueryBroker.dll,10.0.26100.7309,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,FA9D4326A2AF59EADA6E57E7FB49F951,73911C0D3F3A0358502A7CF450788D0821B3FFBA,7403CEC025E45CD3E4FB6A1D8160A457F4E68956,A0BD2C4D877184BF2571D64F39BD654C3B0CF4169609C05A47D77CE7BFDAD6E4,568E480481B1C35318DA598E2029BC5D313DB30CED9535643059096C0F065C77,34BFBF50FC3D29244C1CB829AF2A32CE
